evaluated_at_utc,evaluated_at_ept,forecast_datetime_beginning_utc,forecast_datetime_beginning_ept,forecast_datetime_ending_utc,forecast_datetime_ending_ept,forecast_area,forecast_load_mw
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,EKPC,1234.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,EKPC,1235.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,EKPC,1236.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,EKPC,1236.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,EKPC,1237.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,EKPC,1237.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,EKPC,1238.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,EKPC,1238.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,EKPC,1238.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,EKPC,1238.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,EKPC,1238.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,EKPC,1238.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,EKPC,1238.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,EKPC,1238.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,EKPC,1238.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,EKPC,1238.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,EKPC,1238.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,EKPC,1237.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,EKPC,1237.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,10/15/2020 6:15:00 PM,10/15/2020 2:15:00 PM,EKPC,1237.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:15:00 PM,10/15/2020 2:15:00 PM,10/15/2020 6:20:00 PM,10/15/2020 2:20:00 PM,EKPC,1236.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,ATSI,7395.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,ATSI,7398.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,ATSI,7401.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,ATSI,7403.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,ATSI,7406.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,ATSI,7408.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,ATSI,7410.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,ATSI,7412.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,ATSI,7413.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,ATSI,7415.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,ATSI,7415.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,ATSI,7416.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,ATSI,7416.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,ATSI,7416.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,ATSI,7415.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,ATSI,7414.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,ATSI,7412.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,ATSI,7409.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,ATSI,7406.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,ATSI,7402.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,ATSI,7398.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,ATSI,7392.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,10/15/2020 6:15:00 PM,10/15/2020 2:15:00 PM,ATSI,7386.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:15:00 PM,10/15/2020 2:15:00 PM,10/15/2020 6:20:00 PM,10/15/2020 2:20:00 PM,ATSI,7379.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,JCP&L/MIDATL,1954.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,JCP&L/MIDATL,1957.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,JCP&L/MIDATL,1961.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,JCP&L/MIDATL,1965.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,JCP&L/MIDATL,1970.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,JCP&L/MIDATL,1974.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,JCP&L/MIDATL,1980.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,JCP&L/MIDATL,1985.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,JCP&L/MIDATL,1990.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,JCP&L/MIDATL,1996.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,JCP&L/MIDATL,2002.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,JCP&L/MIDATL,2008.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,JCP&L/MIDATL,2014.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,JCP&L/MIDATL,2019.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,JCP&L/MIDATL,2025.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,JCP&L/MIDATL,2031.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,JCP&L/MIDATL,2036.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,JCP&L/MIDATL,2042.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,JCP&L/MIDATL,2047.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,JCP&L/MIDATL,2053.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,JCP&L/MIDATL,2058.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,JCP&L/MIDATL,2064.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,10/15/2020 6:15:00 PM,10/15/2020 2:15:00 PM,JCP&L/MIDATL,2070.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:15:00 PM,10/15/2020 2:15:00 PM,10/15/2020 6:20:00 PM,10/15/2020 2:20:00 PM,JCP&L/MIDATL,2076.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,METED/MIDATL,1710.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,METED/MIDATL,1710.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,METED/MIDATL,1711.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,METED/MIDATL,1712.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,METED/MIDATL,1713.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,METED/MIDATL,1715.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,METED/MIDATL,1716.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,METED/MIDATL,1717.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,METED/MIDATL,1718.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,METED/MIDATL,1719.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,METED/MIDATL,1720.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,METED/MIDATL,1721.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,METED/MIDATL,1722.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,METED/MIDATL,1722.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,METED/MIDATL,1722.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,METED/MIDATL,1722.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,METED/MIDATL,1722.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,METED/MIDATL,1721.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,METED/MIDATL,1721.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,METED/MIDATL,1720.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,METED/MIDATL,1719.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,METED/MIDATL,1718.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,10/15/2020 6:15:00 PM,10/15/2020 2:15:00 PM,METED/MIDATL,1716.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:15:00 PM,10/15/2020 2:15:00 PM,10/15/2020 6:20:00 PM,10/15/2020 2:20:00 PM,METED/MIDATL,1715.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,PECO/MIDATL,4120.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,PECO/MIDATL,4123.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,PECO/MIDATL,4126.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,PECO/MIDATL,4128.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,PECO/MIDATL,4131.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,PECO/MIDATL,4133.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,PECO/MIDATL,4134.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,PECO/MIDATL,4136.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,PECO/MIDATL,4137.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,PECO/MIDATL,4139.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,PECO/MIDATL,4140.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,PECO/MIDATL,4140.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,PECO/MIDATL,4141.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,PECO/MIDATL,4142.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,PECO/MIDATL,4143.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,PECO/MIDATL,4143.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,PECO/MIDATL,4144.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,PECO/MIDATL,4145.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,PECO/MIDATL,4145.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,PECO/MIDATL,4146.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,PECO/MIDATL,4146.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,PECO/MIDATL,4146.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,10/15/2020 6:15:00 PM,10/15/2020 2:15:00 PM,PECO/MIDATL,4146.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 6:15:00 PM,10/15/2020 2:15:00 PM,10/15/2020 6:20:00 PM,10/15/2020 2:20:00 PM,PECO/MIDATL,4146.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,MID_ATLANTIC_REGION,27329.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,MID_ATLANTIC_REGION,27353.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,MID_ATLANTIC_REGION,27378.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,MID_ATLANTIC_REGION,27402.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,MID_ATLANTIC_REGION,27427.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,MID_ATLANTIC_REGION,27451.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,MID_ATLANTIC_REGION,27475.000000
10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,MID_ATLANTIC_REGION,27500.000000
