PNODEID,PNODENAME,PNODETYPE,STATE
32408077,566 OAKB138 KV TR73 12,LOAD,IL
32408079,566 OAKB138 KV TR74 12,LOAD,IL
32408081,568 CHUR138 KV TR71 12,LOAD,IL
32408083,568 CHUR138 KV TR72 12,LOAD,IL
32408085,569 SUGA138 KV TR72 12,LOAD,IL
32408087,569 SUGA138 KV TR73 12,LOAD,IL
32408089,57 FORES69 KV TR1 12,LOAD,IL
32408091,57 FORES69 KV TR2 12,LOAD,IL
32408093,57 FORES69 KV TR3 12,LOAD,IL
32408095,570 ELGI138 KV TR71 12,LOAD,IL
32408097,570 ELGI138 KV TR72 12,LOAD,IL
32408099,570 ELGI138 KV TR73 12,LOAD,IL
32408101,572 GILB138 KV TR72 12,LOAD,IL
32408103,572 GILB138 KV TR73 12,LOAD,IL
32408105,574 BART138 KV TR71 12,LOAD,IL
32408107,574 BART138 KV TR72 12,LOAD,IL
32408109,574 BART138 KV TR73 12,LOAD,IL
32408111,574 BART138 KV TR74 12,LOAD,IL
32408113,577 S EL34.5 KV L57736,LOAD,IL
32408115,577 S EL34.5 KV L57737,LOAD,IL
32408117,577 S EL34.5 KV L57739,LOAD,IL
32408119,577 S EL138 KV TR71 12,LOAD,IL
32408121,577 S EL138 KV TR73 12,LOAD,IL
32408123,580 DOWN138 KV TR71 12,LOAD,IL
32408125,580 DOWN138 KV TR72 12,LOAD,IL
32408127,580 DOWN138 KV TR73 12,LOAD,IL
32408129,580 DOWN138 KV TR74 12,LOAD,IL
32408131,581 FRON138 KV TR71 12,LOAD,IL
32408133,581 FRON138 KV TR72 12,LOAD,IL
32408135,581 FRON138 KV TR73 12,LOAD,IL
32408137,581 FRON138 KV TR74 12,LOAD,IL
32408139,59 CICER69 KV TR61 12,LOAD,IL
32408141,59 CICER69 KV TR62 12,LOAD,IL
32408143,59 CICER69 KV TR63 12,LOAD,IL
32408145,592 OSWE138 KV TR71 12,LOAD,IL
32408147,592 OSWE138 KV TR73 12,LOAD,IL
32408149,593 WILL138 KV TR72 12,LOAD,IL
32408151,593 WILL138 KV TR73 12,LOAD,IL
32408153,595 PLSN138 KV TR71 12,LOAD,IL
32408155,595 PLSN138 KV TR72 12,LOAD,IL
32408157,595 PLSN138 KV TR73 12,LOAD,IL
32408159,6 BYRON 25 KV AT141204,LOAD,IL
32408161,6 BYRON 25 KV AT141104,LOAD,IL
32408163,6 BYRON 25 KV AT241204,LOAD,IL
32408165,6 BYRON 25 KV AT241104,LOAD,IL
32408169,6 BYRON 345 KV AT142104,LOAD,IL
32408173,6 BYRON 345 KV AT242104,LOAD,IL
32408175,60 ALSIP138 KV TR71 12,LOAD,IL
32408177,60 ALSIP138 KV TR72 12,LOAD,IL
32408179,60 ALSIP138 KV TR73 12,LOAD,IL
32408181,60 ALSIP138 KV TR74 12,LOAD,IL
32408183,60 ALSIP138 KV TR76 34,LOAD,IL
32408185,60 ALSIP138 KV TR77 34,LOAD,IL
32408187,61 STREA34.5 KV L6161,LOAD,IL
32408189,61 STREA34.5 KV L6162,LOAD,IL
32408191,61 STREA34.5 KV L6167,LOAD,IL
32408193,61 STREA34.5 KV L6165,LOAD,IL
32408195,61 STREA34.5 KV L6160,LOAD,IL
32408197,61 STREA34.5 KV L6191,LOAD,IL
32408199,63 SAWYE138 KV TR71 12,LOAD,IL
32408201,63 SAWYE138 KV TR72 12,LOAD,IL
32408203,63 SAWYE138 KV TR73 12,LOAD,IL
32408205,63 SAWYE138 KV TR74 12,LOAD,IL
32408207,64 BELLW34.5 KV L6431,LOAD,IL
32408209,64 BELLW34.5 KV L6432,LOAD,IL
32408211,64 BELLW34.5 KV L6430,LOAD,IL
32408213,64 BELLW34.5 KV L6464,LOAD,IL
32408215,64 BELLW34.5 KV L6468,LOAD,IL
32408217,64 BELLW34.5 KV L6469,LOAD,IL
32408219,64 BELLW34.5 KV L6463,LOAD,IL
32408221,64 BELLW34.5 KV L6466,LOAD,IL
32408223,64 BELLW34.5 KV L6467,LOAD,IL
32408225,64 BELLW34.5 KV L6461,LOAD,IL
32408227,64 BELLW34.5 KV L6465,LOAD,IL
32408229,64 BELLW138 KV TR72 12,LOAD,IL
32408231,64 BELLW138 KV TR73 12,LOAD,IL
32408233,64 BELLW138 KV TR74 12,LOAD,IL
32408235,648 NORR138 KV TR71 12,LOAD,IL
32408237,648 NORR138 KV TR72 12,LOAD,IL
32408239,648 NORR138 KV TR73 12,LOAD,IL
32408249,68 LASAL138 KV TR71 12,LOAD,IL
32408251,68 LASAL138 KV TR72 12,LOAD,IL
32408253,68 LASAL138 KV TR73 12,LOAD,IL
32408255,68 LASAL138 KV TR74 12,LOAD,IL
32408257,69 N CHI138 KV TR77 34,LOAD,IL
32408259,69 N CHI138 KV TR78 34,LOAD,IL
32408261,7 STATE 15 KV TR3A 04,LOAD,IL
32408263,7 STATE 15 KV TR3B 04,LOAD,IL
32408265,7 STATE 18 KV TR4A 04,LOAD,IL
32408267,7 STATE 18 KV TR4B 04,LOAD,IL
32408269,7 STATE 138 KV TR3R 04,LOAD,IL
32408271,7 STATE 138 KV TR4R 04,LOAD,IL
32408273,70 BRADL12 KV FK7072,LOAD,IL
32408275,70 BRADL12 KV FK7077,LOAD,IL
32408277,70 BRADL12 KV FK7084,LOAD,IL
32408279,70 BRADL12 KV FK7089,LOAD,IL
32408281,70 BRADL34.5 KV L7061,LOAD,IL
32408283,70 BRADL34.5 KV L7062,LOAD,IL
32408285,70 BRADL34.5 KV L7063,LOAD,IL
32408287,70 BRADL34.5 KV L7064,LOAD,IL
32408289,70 BRADL34.5 KV L7065,LOAD,IL
32408291,70 BRADL34.5 KV L7066,LOAD,IL
32408293,71 HIGGI138 KV TR71 12,LOAD,IL
32408295,71 HIGGI138 KV TR72 12,LOAD,IL
32408297,71 HIGGI138 KV TR73 12,LOAD,IL
32408299,71 HIGGI138 KV TR74 12,LOAD,IL
32408301,714 MEDI138 KV TR71 12,LOAD,IL
32408303,714 MEDI138 KV TR72 12,LOAD,IL
32408305,714 MEDI138 KV TR73 12,LOAD,IL
32408307,714 MEDI138 KV TR74 12,LOAD,IL
32408309,72 GOOSE34.5 KV L7281,LOAD,IL
32408311,72 GOOSE34.5 KV L7280,LOAD,IL
32408313,72 GOOSE34.5 KV L7282,LOAD,IL
32408315,72 GOOSE34.5 KV L7284,LOAD,IL
32408317,72 GOOSE34.5 KV L7285,LOAD,IL
32408319,73 CHI H34.5 KV L7340,LOAD,IL
32408321,73 CHI H34.5 KV L7341,LOAD,IL
32408323,73 CHI H34.5 KV L7342,LOAD,IL
32408325,73 CHI H34.5 KV L7343,LOAD,IL
32408327,73 CHI H34.5 KV L7344,LOAD,IL
32408329,73 CHI H34.5 KV L7345,LOAD,IL
32408331,73 CHI H34.5 KV L7346,LOAD,IL
32408333,73 CHI H34.5 KV L7347,LOAD,IL
32408335,73 CHI H34.5 KV L7359,LOAD,IL
32408337,745 IC A138 KV TR71 12,LOAD,IL
32408339,745 IC A138 KV TR72 12,LOAD,IL
32408341,745 IC A138 KV TR73 12,LOAD,IL
32408343,745 IC A138 KV TR74 12,LOAD,IL
32408345,75 CRYST34.5 KV L7542,LOAD,IL
32408347,75 CRYST34.5 KV L7541,LOAD,IL
32408349,75 CRYST34.5 KV L7544,LOAD,IL
32408351,75 CRYST34.5 KV L7543,LOAD,IL
32408353,75 CRYST34.5 KV L7545,LOAD,IL
32408355,75 CRYST34.5 KV L7540 1,LOAD,IL
32408357,75 CRYST138 KV TR71 12,LOAD,IL
32408359,75 CRYST138 KV TR72 12,LOAD,IL
32408361,75 CRYST138 KV TR73 12,LOAD,IL
32408363,75 CRYST138 KV TR74 12,LOAD,IL
32408365,76 BLUE 138 KV TR72 12,LOAD,IL
32408367,76 BLUE 138 KV TR76 12,LOAD,IL
32408369,76 BLUE 138 KV TR76 34,LOAD,IL
32408371,76 BLUE 138 KV TR77 34,LOAD,IL
32408373,76 BLUE 138 KV TR78 12,LOAD,IL
32408375,76 BLUE 138 KV TR78 34,LOAD,IL
32408377,77 MAZON34.5 KV L7767,LOAD,IL
32408379,77 MAZON34.5 KV L7768,LOAD,IL
32408381,77 MAZON34.5 KV L7769,LOAD,IL
32408383,78 FRANK34.5 KV L7834,LOAD,IL
32408385,78 FRANK34.5 KV L7833,LOAD,IL
32408387,78 FRANK34.5 KV L7832,LOAD,IL
32408389,78 FRANK34.5 KV L7831,LOAD,IL
32408391,78 FRANK34.5 KV L7838,LOAD,IL
32408393,78 FRANK34.5 KV L7835,LOAD,IL
32408395,78 FRANK34.5 KV L7836,LOAD,IL
32408397,78 FRANK34.5 KV L7830,LOAD,IL
32408399,78 FRANK34.5 KV L7837,LOAD,IL
32408401,78 FRANK34.5 KV L7864,LOAD,IL
32408403,78 FRANK34.5 KV L7860,LOAD,IL
32408405,78 FRANK34.5 KV L7881,LOAD,IL
32408407,78 FRANK34.5 KV L7880,LOAD,IL
32408409,78 FRANK138 KV TR72 12,LOAD,IL
32408411,78 FRANK138 KV TR73 12,LOAD,IL
32408413,78 FRANK138 KV TR74 12,LOAD,IL
32408415,784 SEAR138 KV TR71 12,LOAD,IL
32408417,784 SEAR138 KV TR72 12,LOAD,IL
32408419,784 SEAR138 KV TR73 12,LOAD,IL
32408421,784 SEAR138 KV TR74 12,LOAD,IL
32408423,785 ONTA138 KV TR71 12,LOAD,IL
32408425,785 ONTA138 KV TR72 12,LOAD,IL
32408427,785 ONTA138 KV TR73 12,LOAD,IL
32408429,785 ONTA138 KV TR74 12,LOAD,IL
32408431,79 SPAUL34.5 KV L7961,LOAD,IL
32408433,79 SPAUL34.5 KV L7962,LOAD,IL
32408435,79 SPAUL34.5 KV L7964,LOAD,IL
32408437,79 SPAUL34.5 KV L7965,LOAD,IL
32408439,79 SPAUL34.5 KV L7966,LOAD,IL
32408441,79 SPAUL34.5 KV L7969,LOAD,IL
32408443,80 PONTI138 KV TR77 34,LOAD,IL
32408445,814 DAME138 KV TR72 12,LOAD,IL
32408447,814 DAME138 KV TR73 12,LOAD,IL
32408449,82 CROSB138 KV TR71 12,LOAD,IL
32408451,82 CROSB138 KV TR72 12,LOAD,IL
32408453,82 CROSB138 KV TR73 12,LOAD,IL
32408455,82 CROSB138 KV TR74 12,LOAD,IL
32408457,83 GLIDD138 KV TR71 12,LOAD,IL
32408459,83 GLIDD138 KV TR72 12,LOAD,IL
32408461,83 GLIDD138 KV TR76 34,LOAD,IL
32408463,83 GLIDD138 KV TR77 34,LOAD,IL
32408465,84 ROSEH138 KV TR71 12,LOAD,IL
32408467,84 ROSEH138 KV TR72 12,LOAD,IL
32408469,84 ROSEH138 KV TR73 12,LOAD,IL
32408471,84 ROSEH138 KV TR74 12,LOAD,IL
32408473,840 QUAR138 KV TR71 12,LOAD,IL
32408475,840 QUAR138 KV TR72 12,LOAD,IL
32408477,840 QUAR138 KV TR73 12,LOAD,IL
32408479,840 QUAR138 KV TR74 12,LOAD,IL
32408481,85 SKOKI138 KV TR1 34,LOAD,IL
32408483,85 SKOKI138 KV TR3 34,LOAD,IL
32408485,85 SKOKI138 KV TR4 34,LOAD,IL
32408487,85 SKOKI138 KV TR71 12,LOAD,IL
32408489,85 SKOKI138 KV TR72 12,LOAD,IL
32408491,85 SKOKI138 KV TR73 12,LOAD,IL
32408493,87 DEARB69 KV TR61 12,LOAD,IL
32408495,87 DEARB69 KV TR62 12,LOAD,IL
32408497,87 DEARB69 KV TR63 12,LOAD,IL
32408499,87 DEARB69 KV TR64 12,LOAD,IL
32408501,88 SKOKI138 KV TR71 12,LOAD,IL
32408503,88 SKOKI138 KV TR72 12,LOAD,IL
32408505,88 SKOKI138 KV TR73 12,LOAD,IL
32408507,88 SKOKI138 KV TR77 34,LOAD,IL
32408509,88 SKOKI138 KV TR78 34,LOAD,IL
32408511,88 SKOKI138 KV TR79 34,LOAD,IL
32408513,89 BEVER138 KV TR71 12,LOAD,IL
32408515,89 BEVER138 KV TR72 12,LOAD,IL
32408517,89 BEVER138 KV TR73 12,LOAD,IL
32408519,89 BEVER138 KV TR74 12,LOAD,IL
32408523,9 JOLIET12 KV TR1 04,LOAD,IL
32408525,9 JOLIET12 KV TR10 04,LOAD,IL
32408527,9 JOLIET12 KV TR11 04,LOAD,IL
32408529,9 JOLIET12 KV TR2 04,LOAD,IL
32408531,9 JOLIET12 KV TR21 04,LOAD,IL
32408533,9 JOLIET12 KV TR22 04,LOAD,IL
32408535,9 JOLIET12 KV TR53 04,LOAD,IL
32408537,9 JOLIET18 KV ATR61 04,LOAD,IL
32408539,9 JOLIET18 KV ATR62 04,LOAD,IL
32408541,9 JOLIET34.5 KV ATR73 04,LOAD,IL
32408543,9 JOLIET34.5 KV ATR83 04,LOAD,IL
32408545,9 JOLIET34.5 KV L0951,LOAD,IL
32408547,9 JOLIET34.5 KV L0952,LOAD,IL
32408549,9 JOLIET34.5 KV L0953,LOAD,IL
32408551,9 JOLIET34.5 KV L0955,LOAD,IL
32408553,9 JOLIET34.5 KV L0956,LOAD,IL
32408555,9 JOLIET34.5 KV L0957,LOAD,IL
32408557,9 JOLIET34.5 KV L0958,LOAD,IL
32408559,9 JOLIET34.5 KV L0959,LOAD,IL
32408561,900 ELWO18 KV ATR1 04,LOAD,IL
32408563,900 ELWO18 KV ATR2 04,LOAD,IL
32408565,900 ELWO18 KV ATR3 04,LOAD,IL
32408567,900 ELWO18 KV ATR4 04,LOAD,IL
32408569,955 RIVE16 KV LAUXTR1,LOAD,IL
32408571,960 ELGI4 KV LAUXRED,LOAD,IL
32408573,960 ELGI4 KV LAUXBLUE,LOAD,IL
32408575,974 ZION18 KV LAUXTR11,LOAD,IL
32408577,974 ZION18 KV LAUXTR3,LOAD,IL
32408583,A429 138 KV TR71 12,LOAD,IL
32408585,A429 138 KV TR72 12,LOAD,IL
32408587,A429 138 KV TR73 12,LOAD,IL
32408589,A429 138 KV TR74 12,LOAD,IL
32408591,A431-1 138 KV TR71 12,LOAD,IL
32408593,A431-1 138 KV TR72 12,LOAD,IL
32408595,A431-2 138 KV TR71 12,LOAD,IL
32408597,A431-2 138 KV TR72 12,LOAD,IL
32408599,A450 138 KV TR76 34,LOAD,IL
32408601,A450 138 KV TR77 34,LOAD,IL
32408603,B427 138 KV TR71 02,LOAD,IL
32408605,B427 138 KV TR72 02,LOAD,IL
32408607,B427 138 KV TR73 02,LOAD,IL
32408609,B465 138 KV TR71 12,LOAD,IL
32408611,B465 138 KV TR72 12,LOAD,IL
32408613,C434 138 KV TR71 12,LOAD,IL
32408617,D467 138 KV TR71 12,LOAD,IL
32408619,D467 138 KV TR72 12,LOAD,IL
32408627,D522 69 KV TR61 12,LOAD,IL
32408629,D522 69 KV TR62 12,LOAD,IL
32408631,D775 138 KV TR71 12,LOAD,IL
32408633,D775 138 KV TR73 12,LOAD,IL
32408635,D799 138 KV TR71 12,LOAD,IL
32408637,D799 138 KV TR72 12,LOAD,IL
32408639,D799 138 KV TR73 12,LOAD,IL
32408645,F375 138 KV TR71 12,LOAD,IL
32408647,F375 138 KV TR72 12,LOAD,IL
32408649,F387 138 KV TRCUST12,LOAD,IL
32408651,G311 138 KV TRCUST12,LOAD,IL
32408657,G385-1 138 KV TR1 12,LOAD,IL
32408659,G385-1 138 KV TR2 12,LOAD,IL
32408661,G385-2 138 KV TR76 34,LOAD,IL
32408663,G385-2 138 KV TR77 34,LOAD,IL
32408665,G385-2 138 KV TR78 34,LOAD,IL
32408667,G394 138 KV TR71 12,LOAD,IL
32408669,G394 138 KV TR72 12,LOAD,IL
32408673,H440 138 KV TR1 12,LOAD,IL
32408675,H440 138 KV TR2 12,LOAD,IL
32408677,H445 138 KV TR3 12,LOAD,IL
32408679,H445 138 KV TR4 12,LOAD,IL
32408681,H471 345 KV TR81 34,LOAD,IL
32408683,H471 345 KV TR83 34,LOAD,IL
32408685,H71 138 KV TR71 12,LOAD,IL
32408687,H71 138 KV TR72 12,LOAD,IL
32408689,H71 138 KV TR73 12,LOAD,IL
32408691,H71 138 KV TR74 12,LOAD,IL
32408693,H71 138 KV TR91 12,LOAD,IL
32408695,H71 138 KV TR92 12,LOAD,IL
32408697,J305-2 138 KV TR71 12,LOAD,IL
32408699,J305-2 138 KV TR72 12,LOAD,IL
32408701,J307 138 KV TR72 12,LOAD,IL
32408703,J307 138 KV TR73 12,LOAD,IL
32408705,J310 138 KV TR1 12,LOAD,IL
32408707,J310 138 KV TR2 12,LOAD,IL
32408709,J310 138 KV TR3 00,LOAD,IL
32408711,J310 138 KV TR4 00,LOAD,IL
32408713,J310 138 KV TR5 00,LOAD,IL
32408715,J310 138 KV TR6 00,LOAD,IL
32408717,J310 138 KV TR7 00,LOAD,IL
32408719,J310 138 KV TR8 00,LOAD,IL
32408721,J322 138 KV TR1 06,LOAD,IL
32408723,J322 138 KV TR2 06,LOAD,IL
32408727,J326 138 KV TR71 12,LOAD,IL
32408729,J326 138 KV TR72 12,LOAD,IL
32408731,J332-1 138 KV TR71 12,LOAD,IL
32408733,J332-1 138 KV TR72 12,LOAD,IL
32408735,J332-1 138 KV TR73 12,LOAD,IL
32408737,J332-1 138 KV TR74 12,LOAD,IL
32408739,J332-2 138 KV TR71 12,LOAD,IL
32408741,J332-2 138 KV TR72 12,LOAD,IL
32408743,J339 138 KV TR100A12,LOAD,IL
32408745,J339 138 KV TR100B12,LOAD,IL
32408747,J370 138 KV TR71 12,LOAD,IL
32408749,J370 138 KV TR72 12,LOAD,IL
32408751,J371 138 KV TR71 12,LOAD,IL
32408753,J371 138 KV TR72 12,LOAD,IL
32408755,J375 13.5 KV LTRTM1,LOAD,IL
32408757,J375 13.5 KV LTRTM2,LOAD,IL
32408759,J375 13.5 KV LTRTP1,LOAD,IL
32408761,J375 13.5 KV LTRTP2,LOAD,IL
32408763,J390 138 KV TR77 34,LOAD,IL
32408765,J390 138 KV TR78 34,LOAD,IL
32408767,K319-1 138 KV TR71 12,LOAD,IL
32408769,K319-1 138 KV TR72 12,LOAD,IL
32408771,K319-2 138 KV TR71 12,LOAD,IL
32408773,K319-2 138 KV TR72 12,LOAD,IL
32408775,K319-2 138 KV TR73 12,LOAD,IL
32408777,K320 138 KV TR71 .4,LOAD,IL
32408779,R401 69 KV TR61 12,LOAD,IL
32408781,R401 69 KV TR62 12,LOAD,IL
32408783,W407-4 345 KV TR82 12,LOAD,IL
32408785,W407-4 345 KV TR83 12,LOAD,IL
32408787,W407-4 345 KV TR83A 12,LOAD,IL
32408789,W407-4 345 KV TR84 12,LOAD,IL
32408791,W407-6 345 KV TR85A 12,LOAD,IL
32408793,W407-6 345 KV TR85B 12,LOAD,IL
32408795,W407-6 345 KV TR86 12,LOAD,IL
32408797,W407-6 345 KV TR87 12,LOAD,IL
32408799,W407-6 345 KV TR88 12,LOAD,IL
32408801,W507 138 KV TR71 12,LOAD,IL
32408803,W507 138 KV TR72 12,LOAD,IL
32408805,W600 138 KV TR10XA34,LOAD,IL
32408807,W600 138 KV TR10XB12,LOAD,IL
32408809,W600 138 KV TR20XA12,LOAD,IL
32408811,W600 138 KV TR20XB12,LOAD,IL
32408813,W600 138 KV TR30XA34,LOAD,IL
32408815,W600 138 KV TR30XB12,LOAD,IL
32408817,W600 138 KV TR30XC12,LOAD,IL
32408819,W600 138 KV TR45XA12,LOAD,IL
32408821,W600 138 KV TR45XB12,LOAD,IL
32408823,W600 138 KV TR60XA12,LOAD,IL
32408825,W600 138 KV TR60XB12,LOAD,IL
32408827,W600 138 KV TR70XA12,LOAD,IL
32408829,W600 138 KV TR70XB12,LOAD,IL
32408831,W600 138 KV TR70XC34,LOAD,IL
32408833,W600 138 KV TR80XA12,LOAD,IL
32408835,W600 138 KV TR80XB12,LOAD,IL
32408837,W601 138 KV TR75XA12,LOAD,IL
32408839,W601 138 KV TR75XB12,LOAD,IL
32408841,W602 138 KV TR72XA12,LOAD,IL
32408843,W602 138 KV TR72XB12,LOAD,IL
32408845,W603 138 KV TR65XA12,LOAD,IL
32408847,W603 138 KV TR65XB12,LOAD,IL
32408849,X646 138 KV TR71 12,LOAD,IL
32408851,Y652 69 KV TR1 12,LOAD,IL
32408853,Y652 69 KV TR2 12,LOAD,IL
32408855,Z100 138 KV TR71 12,LOAD,IL
32408857,Z100 138 KV TR72 12,LOAD,IL
32408859,Z494 138 KV TR72 06,LOAD,IL
32408861,Z494 138 KV TR74 06,LOAD,IL
32408867,Z524 138 KV TR71 12,LOAD,IL
32408869,Z524 138 KV TR72 12,LOAD,IL
32408871,Z524 138 KV TR73 12,LOAD,IL
32408873,Z524 138 KV TR74 12,LOAD,IL
32408875,Z715 138 KV TR2 12,LOAD,IL
32408877,Z715 138 KV TR3 12,LOAD,IL
32410471,18THSTHT69 KV T1,LOAD,OH
32410473,23RDSTRE138 KV T1,LOAD,IN
32410475,23RDSTRE138 KV T2,LOAD,IN
32410477,ABERT 69 KV T1,LOAD,VA
32410479,ABINGDON138 KV T1,LOAD,VA
32410481,ABINGDON138 KV T2,LOAD,VA
32410483,ABINGDON138 KV T3,LOAD,VA
32410485,ACADEMIA138 KV T1,LOAD,OH
32410487,ADAMSAEP138 KV T1,LOAD,OH
32410489,ADAMSIM 138 KV T1,LOAD,IN
32410491,ADDISON 138 KV T3,LOAD,OH
32410497,AIRCO8 138 KV T1,LOAD,OH
32410501,AKSTEEL 138 KV C14010,LOAD,IN
32410503,AKSTEEL 138 KV C14020,LOAD,IN
32410505,ALBIONIM138 KV T1,LOAD,IN
32410507,ALLENAEP46 KV T1,LOAD,KY
32410509,ALLENIM 13 KV T1,LOAD,IN
32410511,ALLOY 138 KV LT21,LOAD,WV
32410513,ALLOY 138 KV LT31,LOAD,WV
32410515,ALUMRIDG138 KV T1,LOAD,VA
32410517,AMALLOY 138 KV T1,LOAD,WV
32410519,AMOS 34 KV T5,LOAD,WV
32410521,AMOS 34 KV T7,LOAD,WV
32410523,AMOS 34 KV T8,LOAD,WV
32410525,ANDREWSU34 KV T1,LOAD,MI
32410527,ANTHONY 34 KV INCA,LOAD,IN
32410529,ANTHONY 34 KV REAWIRE,LOAD,IN
32410531,ANTHONY 34 KV T4,LOAD,IN
32410533,ANTHONY 34 KV T6,LOAD,IN
32410535,APPLECRE138 KV T1,LOAD,OH
32410537,APPLEGRO138 KV T1,LOAD,WV
32410539,APPLEVAL138 KV T6,LOAD,OH
32410541,ASHEVANS69 KV ASHOIL2,LOAD,WV
32410543,ASHEVANS69 KV T1T2,LOAD,WV
32410545,ASHOIL1 69 KV ASHMALIC,LOAD,WV
32410547,ASHOIL1 69 KV T1T2,LOAD,WV
32410549,ASTOR 138 KV T1,LOAD,OH
32410551,ASTOR 138 KV T2,LOAD,OH
32410553,ATKINS 138 KV T1,LOAD,VA
32410555,AUBURN 138 KV T1,LOAD,IN
32410557,AUBURNC3138 KV T1,LOAD,IN
32410559,AUBURNC5138 KV T1,LOAD,IN
32410561,AUSTINVI138 KV T1,LOAD,VA
32410563,BAILEYSV138 KV T1,LOAD,WV
32410565,BANCROFT138 KV T2,LOAD,WV
32410567,BANCROFT138 KV T3,LOAD,WV
32410569,BANCROFT69 KV PLANTROA,LOAD,WV
32410571,BARODA 138 KV T1,LOAD,MI
32410573,BCADDISN138 KV T1,LOAD,OH
32410575,BEATTY 138 KV T1,LOAD,OH
32410577,BEATTY 138 KV T2,LOAD,OH
32410579,BEATTY 138 KV T5,LOAD,OH
32410581,BEATTY 138 KV T6,LOAD,OH
32410583,BEAVERCR46 KV BURTON,LOAD,KY
32410585,BEAVERCR46 KV WHEELWRT,LOAD,KY
32410587,BECKHAM 138 KV T1,LOAD,KY
32410589,BEECHROA138 KV T1,LOAD,IN
32410591,BEEFHIDE138 KV T1,LOAD,KY
32410593,BELDENVI138 KV T1,LOAD,OH
32410595,BELDENVI138 KV T2,LOAD,OH
32410597,BELHAVEN138 KV T1,LOAD,KY
32410599,BELLE 46 KV T1,LOAD,WV
32410601,BELLEFON138 KV T6,LOAD,KY
32410603,BELLEFON69 KV AIRPROD,LOAD,KY
32410605,BELLEFON69 KV DAYTONLA,LOAD,KY
32410607,BELLEFON69 KV HOWARDCO,LOAD,KY
32410609,BELLEFON69 KV PLEASNT,LOAD,KY
32410611,BELLEFON69 KV TENTHSTR,LOAD,KY
32410613,BELLEFON34 KV ARMCOKP1,LOAD,KY
32410615,BELLEFON34 KV ARMCOKP2,LOAD,KY
32410617,BELVAAEP138 KV T1A,LOAD,WV
32410619,BELVAAEP138 KV T1B,LOAD,WV
32410621,BENDIXTP34 KV BENDIXLK,LOAD,MI
32410623,BENTMOUN138 KV T1,LOAD,VA
32410625,BENTMOUN138 KV T2,LOAD,VA
32410627,BENTONVI69 KV T1,LOAD,OH
32410629,BENTONVI69 KV T2,LOAD,OH
32410631,BERRIENS34 KV T5,LOAD,MI
32410633,BERRIENS34 KV T6,LOAD,MI
32410635,BETHEL2 138 KV T1,LOAD,OH
32410637,BETHEL2 138 KV T2,LOAD,OH
32410639,BETHEL2 138 KV T3,LOAD,OH
32410641,BETHMETE138 KV T1,LOAD,WV
32410643,BETSYLAY138 KV T2,LOAD,KY
32410645,BETSYLAY69 KV KEYSER,LOAD,KY
32410647,BEURYSS 69 KV THURMOND,LOAD,WV
32410649,BEXLEY 138 KV T1,LOAD,OH
32410651,BEXLEY 138 KV T2,LOAD,OH
32410653,BEXLEY 138 KV T3,LOAD,OH
32410655,BIGGRAVE138 KV T1,LOAD,WV
32410657,BIGISLAN69 KV T1,LOAD,VA
32410659,BIGISLAN69 KV T2,LOAD,VA
32410661,BIGISLAN69 KV T3,LOAD,VA
32410663,BIGSANDY138 KV T4,LOAD,KY
32410665,BIM 138 KV T1,LOAD,WV
32410667,BIXBY 138 KV T3,LOAD,OH
32410669,BIXBY 138 KV T4,LOAD,OH
32410671,BIXLER 138 KV T1,LOAD,IN
32410673,BLACKLIC138 KV T2,LOAD,OH
32410675,BLAINE 138 KV T1,LOAD,VA
32410677,BLAINE 138 KV T2,LOAD,VA
32410679,BLENDON 138 KV T1,LOAD,OH
32410681,BLUEFIEL138 KV T1,LOAD,VA
32410683,BLUEFIEL138 KV T2,LOAD,VA
32410685,BLUEGRA269 KV T1,LOAD,KY
32410687,BLUFFPOI138 KV T1,LOAD,IN
32410689,BOCGASE2138 KV T1,LOAD,IN
32410691,BOLIVAR 138 KV T1,LOAD,OH
32410693,BOLT 138 KV T1,LOAD,WV
32410695,BONNYMAN69 KV T1,LOAD,KY
32410697,BONSACK 138 KV T1,LOAD,VA
32410699,BOONSBO2138 KV T1,LOAD,VA
32410701,BORDERLA138 KV T1,LOAD,WV
32410703,BOXWOOD 138 KV T1,LOAD,VA
32410705,BRACKENS69 KV T1,LOAD,WV
32410707,BRADLEY 46 KV T1,LOAD,WV
32410711,BREED 14 KV LOAD,LOAD,IN
32410715,BRIDGEV2138 KV T1,LOAD,OH
32410717,BRIDGMAN69 KV T1,LOAD,MI
32410719,BRIDGMAN69 KV T2,LOAD,MI
32410721,BROADACR138 KV T1,LOAD,OH
32410723,BROOKFIE138 KV T1,LOAD,OH
32410725,BROOKFIE138 KV T2,LOAD,OH
32410727,BROOKSDE138 KV T1,LOAD,OH
32410729,BROOKSST46 KV T1,LOAD,WV
32410731,BROOKSST46 KV T2,LOAD,WV
32410733,BROOKVI2138 KV T1,LOAD,VA
32410735,BROWNSVI69 KV T1,LOAD,WV
32410741,BRUSHTAV138 KV T1,LOAD,VA
32410743,BUCHANAN69 KV T1,LOAD,MI
32410745,BUCHANAN34 KV CLARKCO,LOAD,MI
32410747,BUCHANTP69 KV SBUCHANA,LOAD,MI
32410749,BUCKEYE 138 KV T1,LOAD,OH
32410751,BUCKEYE 138 KV T2,LOAD,OH
32410753,BUCKHORN138 KV T1,LOAD,VA
